An,dAn,Ci,dCis,gs,dgs,g_ias,dg_ias,gm_,dgm_,gamma,dgamma_low,dgamma_high,tau,dtau_low,dtau_high
11.982323232323232,0.69,327.8420696239908,7.372889520898144,0.14864864864864866,0.01,1.0987124463519313,0.23,0.041366612899340155,0.002680727714655652,0.2818608754974232,0.058119370026687295,0.05167225549919896,0.2813266433079756,0.031217946124869222,0.029269612483688923
12.476489028213168,1.02,275.05664172987787,32.379786609562466,0.09592326139088728,0.02,0.9902475618904727,0.26,0.05366457721436054,0.008818860350658679,0.21082730468830457,0.0723117828154358,0.07087094167171326,0.3471094444291848,0.05676135529747395,0.056824412586371054
16.097560975609756,1.16,318.31814435690075,17.977285798625775,0.180722891566265,0.03,0.8936484490398817,0.12,0.057758111420563765,0.005699468466501415,0.4170560149887946,0.08760963290230567,0.08977042643576855,0.36956592437783853,0.03364609009023162,0.03286365473585151
12.091917591125197,0.78,273.56906007579505,18.24679558712226,0.0900900900900901,0.01,0.805921052631579,0.15,0.051653567894428876,0.005351115748908138,0.23824810020235612,0.05501438309556575,0.0559444380738264,0.37138658575474587,0.04254455867501811,0.04119660772513867
16.16628175519631,1.4,273.72861024719793,16.606658315911027,0.12012012012012013,0.01,0.8814102564102565,0.02,0.06932218180281996,0.007581605805299439,0.2728983343789629,0.024943006517534894,0.026305434854805798,0.4070201537031502,0.022605977692897017,0.023650500867811397
10.31055900621118,0.61,271.6143628878377,20.41685259884504,0.07645259938837921,0.01,0.9298780487804877,0.26,0.04465393552693452,0.004780510073291592,0.18280113092178965,0.0593775738257654,0.05459949000977121,0.3249689355768578,0.051421583697081163,0.054952668408237426
11.6729088639201,1.67,271.78130501148235,48.20991647988459,0.0900900900900901,0.03,0.8745583038869257,0.05,0.05165421302862683,0.01365846179235695,0.20951417977583406,0.06885368122930796,0.06255496772191824,0.3483775442282193,0.04987224679326885,0.047750081952640744
11.821247892074199,0.94,307.78992858343116,12.199562028014178,0.11782032400589101,0.01,0.7533112582781457,0.19,0.04385495352718483,0.004024862305764814,0.34123535431702273,0.09854978325052688,0.09358621386466792,0.35388259278443207,0.04976982854681766,0.04888737985313185
12.510460251046027,0.84,288.16895454442573,14.556521992898334,0.10416666666666669,0.01,0.8482490272373542,0.12,0.050222712389564106,0.004568215747189317,0.25141024901641035,0.04103267574212108,0.04047411871768042,0.3531655385754416,0.03154163362721396,0.03277803608836982
9.364791288566245,1.34,330.2480408114012,13.11368085609602,0.11869436201780413,0.01,0.7911111111111111,0.09,0.0321199622625525,0.0047908982823110235,0.3039679917533841,0.044013305210977294,0.04264892313169327,0.2868327312682721,0.02837043158212932,0.029441595621578442
7.810559006211181,0.81,313.63021699706184,15.582051445308856,0.08264462809917356,0.01,0.8710217755443886,0.24,0.02835753084127467,0.0033770195085549965,0.2122954910254691,0.06505097643604102,0.06351125571874158,0.30543215723181166,0.07812408262567547,0.00016198417190166348
